Province_State,week,retail_and_recreation_percent_change_from_baseline
Idaho,2020-W42,0.40336134453781514
Idaho,2020-W43,-1.596638655462185
Idaho,2020-W44,-0.6974789915966386
Idaho,2020-W45,-2.8220338983050848
Idaho,2020-W46,-7.871794871794871
Idaho,2020-W47,-5.572649572649572
Idaho,2020-W48,-13.181034482758621
Idaho,2020-W49,-3.8823529411764706
Idaho,2020-W50,-5.5423728813559325
Idaho,2020-W51,-1.3728813559322033
Idaho,2020-W52,-9.530434782608696
Idaho,2020-W53,1.0434782608695652
Illinois,2020-W07,8.060240963855422
Illinois,2020-W08,5.598290598290598
Illinois,2020-W09,10.749571183533448
Illinois,2020-W10,15.331046312178387
Illinois,2020-W11,7.335034013605442
Illinois,2020-W12,-31.26043405676127
Illinois,2020-W13,-41.91914191419142
Illinois,2020-W14,-37.18801996672213
Illinois,2020-W15,-41.49152542372882
Illinois,2020-W16,-34.54295532646048
Illinois,2020-W17,-31.78839590443686
Illinois,2020-W18,-25.745704467353953
Illinois,2020-W19,-24.7
Illinois,2020-W20,-26.98181818181818
Illinois,2020-W21,-21.647382920110193
Illinois,2020-W22,-17.641873278236915
Illinois,2020-W23,-10.127777777777778
Illinois,2020-W24,-9.710306406685238
Illinois,2020-W25,-8.122562674094707
Illinois,2020-W26,-7.575
Illinois,2020-W27,-4.441988950276243
Illinois,2020-W28,-4.075
Illinois,2020-W29,-5.678670360110804
Illinois,2020-W30,-6.077348066298343
Illinois,2020-W31,-5.584958217270195
Illinois,2020-W32,-1.9916434540389971
Illinois,2020-W33,1.776536312849162
Illinois,2020-W34,-6.23021582733813
Illinois,2020-W35,-9.302158273381295
Illinois,2020-W36,-8.553956834532373
Illinois,2020-W37,-5.897435897435898
Illinois,2020-W38,0.3426183844011142
Illinois,2020-W39,-1.3111111111111111
Illinois,2020-W40,-1.569060773480663
Illinois,2020-W41,-2.1944444444444446
Illinois,2020-W42,-5.368421052631579
Illinois,2020-W43,-7.343406593406593
Illinois,2020-W44,-7.958677685950414
Illinois,2020-W45,-7.7707182320441985
Illinois,2020-W46,-13.645429362880886
Illinois,2020-W47,-15.132231404958677
Illinois,2020-W48,-21.99173553719008
Illinois,2020-W49,-13.6398891966759
Illinois,2020-W50,-14.317679558011049
Illinois,2020-W51,-10.98060941828255
Illinois,2020-W52,-17.014044943820224
Illinois,2020-W53,-8.626865671641792
Indiana,2020-W07,9.7953216374269
Indiana,2020-W08,6.529411764705882
Indiana,2020-W09,8.994957983193277
Indiana,2020-W10,15.944256756756756
Indiana,2020-W11,6.604026845637584
Indiana,2020-W12,-25.259933774834437
Indiana,2020-W13,-39.44572368421053
Indiana,2020-W14,-36.763636363636365
Indiana,2020-W15,-38.85878962536023
Indiana,2020-W16,-32.05428571428571
Indiana,2020-W17,-26.60857142857143
Indiana,2020-W18,-19.106017191977077
Indiana,2020-W19,-15.158045977011493
Indiana,2020-W20,-10.012755102040817
Indiana,2020-W21,-4.057142857142857
Indiana,2020-W22,-1.0739856801909309
Indiana,2020-W23,2.843230403800475
Indiana,2020-W24,3.0047169811320753
Indiana,2020-W25,5.221698113207547
Indiana,2020-W26,3.3411764705882354
Indiana,2020-W27,5.498795180722891
Indiana,2020-W28,4.524940617577197
Indiana,2020-W29,3.037914691943128
Indiana,2020-W30,0.7730496453900709
Indiana,2020-W31,0.839622641509434
Indiana,2020-W32,4.249406175771972
Indiana,2020-W33,2.7393364928909953
Indiana,2020-W34,-4.955555555555556
Indiana,2020-W35,-6.711111111111111
Indiana,2020-W36,-3.925373134328358
Indiana,2020-W37,-0.9923954372623575
Indiana,2020-W38,3.332547169811321
Indiana,2020-W39,2.830188679245283
Indiana,2020-W40,1.1267605633802817
Indiana,2020-W41,0.7126168224299065
Indiana,2020-W42,-2.400932400932401
Indiana,2020-W43,-3.8607888631090486
Indiana,2020-W44,-3.988372093023256
Indiana,2020-W45,-2.9414519906323187
Indiana,2020-W46,-6.694444444444445
Indiana,2020-W47,-8.986143187066975
Indiana,2020-W48,-15.857142857142858
Indiana,2020-W49,-7.900232018561485
Indiana,2020-W50,-7.503496503496503
Indiana,2020-W51,-6.2592592592592595
Indiana,2020-W52,-13.67612293144208
Indiana,2020-W53,0.1350210970464135
Iowa,2020-W07,6.088888888888889
Iowa,2020-W08,1.803921568627451
Iowa,2020-W09,6.998027613412229
Iowa,2020-W10,10.485089463220676
Iowa,2020-W11,4.98422090729783
Iowa,2020-W12,-31.606060606060606
Iowa,2020-W13,-41.59168241965973
Iowa,2020-W14,-37.68539325842696
Iowa,2020-W15,-42.28082191780822
Iowa,2020-W16,-34.644295302013425
Iowa,2020-W17,-30.075342465753426
Iowa,2020-W18,-22.97241379310345
Iowa,2020-W19,-21.53103448275862
Iowa,2020-W20,-18.05
Iowa,2020-W21,-10.009852216748769
Iowa,2020-W22,-7.840579710144928
Iowa,2020-W23,-3.6132075471698113
Iowa,2020-W24,-2.731132075471698
Iowa,2020-W25,-0.6192660550458715
Iowa,2020-W26,-1.7546296296296295
Iowa,2020-W27,-1.4976744186046511
Iowa,2020-W28,-2.3619909502262444
Iowa,2020-W29,-3.411764705882353
Iowa,2020-W30,-5.087719298245614
Iowa,2020-W31,-3.986547085201794
Iowa,2020-W32,1.1636363636363636
Iowa,2020-W33,8.023584905660377
Iowa,2020-W34,-2.260869565217391
Iowa,2020-W35,-6.029411764705882
Iowa,2020-W36,-5.492753623188406
Iowa,2020-W37,-2.2748091603053435
Iowa,2020-W38,4.204444444444444
Iowa,2020-W39,1.2654867256637168
Iowa,2020-W40,1.7316017316017316
Iowa,2020-W41,1.6609442060085837
Iowa,2020-W42,-0.20346320346320346
Iowa,2020-W43,-4.245614035087719
Iowa,2020-W44,-2.3201754385964914
Iowa,2020-W45,-2.1222707423580784
Iowa,2020-W46,-8.8008658008658
Iowa,2020-W47,-10.382882882882884
Iowa,2020-W48,-15.570093457943925
Iowa,2020-W49,-5.954337899543379
Iowa,2020-W50,-7.686098654708521
Iowa,2020-W51,-2.926605504587156
Iowa,2020-W52,-13.084507042253522
Iowa,2020-W53,-6.827868852459017
Kansas,2020-W07,8.919540229885058
Kansas,2020-W08,4.317073170731708
Kansas,2020-W09,11.593846153846155
Kansas,2020-W10,15.227848101265822
Kansas,2020-W11,7.504643962848297
Kansas,2020-W12,-15.706231454005934
Kansas,2020-W13,-29.172910662824208
Kansas,2020-W14,-37.48414985590778
Kansas,2020-W15,-38.947712418300654
Kansas,2020-W16,-31.683870967741935
Kansas,2020-W17,-27.903225806451612
Kansas,2020-W18,-20.329032258064515
Kansas,2020-W19,-15.85064935064935
Kansas,2020-W20,-16.36144578313253
Kansas,2020-W21,-5.320441988950276
Kansas,2020-W22,-6.95
Kansas,2020-W23,-1.287292817679558
Kansas,2020-W24,-1.6373626373626373
Kansas,2020-W25,-0.7374301675977654
Kansas,2020-W26,-2.0
Kansas,2020-W27,-1.456043956043956
Kansas,2020-W28,-4.351648351648351
Kansas,2020-W29,-4.377049180327869
Kansas,2020-W30,-6.0
Kansas,2020-W31,-5.371584699453552
Kansas,2020-W32,-1.9944751381215469
Kansas,2020-W33,-0.5139664804469274
Kansas,2020-W34,-8.369565217391305
Kansas,2020-W35,-9.851063829787234
Kansas,2020-W36,-7.723404255319149
Kansas,2020-W37,-5.6
Kansas,2020-W38,-1.8461538461538463
Kansas,2020-W39,-4.748633879781421
Kansas,2020-W40,-1.7777777777777777
Kansas,2020-W41,-4.033149171270718
Kansas,2020-W42,-4.906077348066298
Kansas,2020-W43,-6.856353591160221
Kansas,2020-W44,-7.8397790055248615
Kansas,2020-W45,-6.510989010989011
Kansas,2020-W46,-9.71195652173913
Kansas,2020-W47,-11.158469945355192
Kansas,2020-W48,-19.188172043010752
Kansas,2020-W49,-10.579234972677595
Kansas,2020-W50,-12.141304347826088
Kansas,2020-W51,-8.895027624309392
Kansas,2020-W52,-14.06043956043956
Kansas,2020-W53,-5.155339805825243
Kentucky,2020-W07,7.333333333333333
Kentucky,2020-W08,3.365289256198347
Kentucky,2020-W09,14.006734006734007
Kentucky,2020-W10,17.796264855687607
Kentucky,2020-W11,6.877076411960133
Kentucky,2020-W12,-20.48130081300813
Kentucky,2020-W13,-27.798373983739836
Kentucky,2020-W14,-26.623376623376622
Kentucky,2020-W15,-38.81333333333333
Kentucky,2020-W16,-30.41125541125541
Kentucky,2020-W17,-29.03448275862069
Kentucky,2020-W18,-19.946428571428573
Kentucky,2020-W19,-18.558035714285715
Kentucky,2020-W20,-17.203703703703702
Kentucky,2020-W21,-11.577049180327869
Kentucky,2020-W22,-5.292358803986711
Kentucky,2020-W23,-0.35906040268456374
Kentucky,2020-W24,-0.2956810631229236
Kentucky,2020-W25,-0.16556291390728478
Kentucky,2020-W26,-1.993421052631579
Kentucky,2020-W27,1.6088435374149659
Kentucky,2020-W28,-1.9503311258278146
Kentucky,2020-W29,-3.5874587458745872
Kentucky,2020-W30,-5.0816993464052285
Kentucky,2020-W31,-5.055555555555555
Kentucky,2020-W32,-2.1926910299003324
Kentucky,2020-W33,-5.511551155115511
Kentucky,2020-W34,-10.945945945945946
Kentucky,2020-W35,-13.22972972972973
Kentucky,2020-W36,-10.444444444444445
Kentucky,2020-W37,-9.13888888888889
Kentucky,2020-W38,-3.9377049180327868
Kentucky,2020-W39,-5.7254901960784315
Kentucky,2020-W40,-3.348684210526316
Kentucky,2020-W41,-6.133550488599348
Kentucky,2020-W42,-6.244299674267101
Kentucky,2020-W43,-9.192926045016078
Kentucky,2020-W44,-8.501628664495113
Kentucky,2020-W45,-7.785016286644951
Kentucky,2020-W46,-10.188925081433224
Kentucky,2020-W47,-15.151612903225807
Kentucky,2020-W48,-24.361022364217252
Kentucky,2020-W49,-17.772435897435898
Kentucky,2020-W50,-17.209003215434084
Kentucky,2020-W51,-11.59032258064516
Kentucky,2020-W52,-19.37
Kentucky,2020-W53,-3.4451219512195124
Louisiana,2020-W07,5.218181818181818
Louisiana,2020-W08,3.20460358056266
Louisiana,2020-W09,15.028497409326425
Louisiana,2020-W10,13.797927461139896
Louisiana,2020-W11,9.44818652849741
Louisiana,2020-W12,-17.575757575757574
Louisiana,2020-W13,-32.7825
Louisiana,2020-W14,-31.773067331670823
Louisiana,2020-W15,-42.0
Louisiana,2020-W16,-31.934010152284262
Louisiana,2020-W17,-27.51794871794872
Louisiana,2020-W18,-21.46153846153846
Louisiana,2020-W19,-17.645833333333332
Louisiana,2020-W20,-17.56132075471698
Louisiana,2020-W21,-9.258620689655173
Louisiana,2020-W22,-10.793103448275861
Louisiana,2020-W23,-6.991416309012876
Louisiana,2020-W24,-6.125541125541125
Louisiana,2020-W25,-4.914529914529915
Louisiana,2020-W26,-10.478632478632479
Louisiana,2020-W27,-7.034334763948498
Louisiana,2020-W28,-7.454935622317596
Louisiana,2020-W29,-10.36595744680851
Louisiana,2020-W30,-12.909871244635193
Louisiana,2020-W31,-9.871794871794872
Louisiana,2020-W32,-8.294871794871796
Louisiana,2020-W33,-11.519148936170213
Louisiana,2020-W34,-13.150537634408602
Louisiana,2020-W35,-23.616161616161616
Louisiana,2020-W36,-10.494505494505495
Louisiana,2020-W37,-12.186666666666667
Louisiana,2020-W38,-10.225108225108226
Louisiana,2020-W39,-12.283261802575108
Louisiana,2020-W40,-8.240343347639485
Louisiana,2020-W41,-18.897872340425533
Louisiana,2020-W42,-9.570815450643776
Louisiana,2020-W43,-10.901287553648068
Louisiana,2020-W44,-11.025974025974026
Louisiana,2020-W45,-9.384615384615385
Louisiana,2020-W46,-10.662393162393162
Louisiana,2020-W47,-11.107758620689655
Louisiana,2020-W48,-22.622881355932204
Louisiana,2020-W49,-10.213675213675213
Louisiana,2020-W50,-12.213675213675213
Louisiana,2020-W51,-10.439655172413794
Louisiana,2020-W52,-17.68936170212766
Louisiana,2020-W53,-6.886363636363637
Maine,2020-W07,10.088235294117647
Maine,2020-W08,6.176470588235294
Maine,2020-W09,7.630252100840337
Maine,2020-W10,12.058823529411764
Maine,2020-W11,5.529411764705882
Maine,2020-W12,-27.705882352941178
Maine,2020-W13,-41.00840336134454
Maine,2020-W14,-45.69747899159664
Maine,2020-W15,-45.976470588235294
Maine,2020-W16,-34.04705882352941
Maine,2020-W17,-32.11904761904762
Maine,2020-W18,-28.28235294117647
Maine,2020-W19,-23.142857142857142
Maine,2020-W20,-18.8659793814433
Maine,2020-W21,-7.935779816513762
Maine,2020-W22,-9.082568807339449
Maine,2020-W23,-4.12037037037037
Maine,2020-W24,-2.1574074074074074
Maine,2020-W25,6.0092592592592595
Maine,2020-W26,5.666666666666667
Maine,2020-W27,8.694444444444445
Maine,2020-W28,11.934579439252337
Maine,2020-W29,11.675925925925926
Maine,2020-W30,13.805555555555555
Maine,2020-W31,15.822429906542055
Maine,2020-W32,17.906542056074766
Maine,2020-W33,17.235849056603772
Maine,2020-W34,7.6571428571428575
Maine,2020-W35,6.085714285714285
Maine,2020-W36,6.823529411764706
Maine,2020-W37,9.0
Maine,2020-W38,10.916666666666666
Maine,2020-W39,7.805555555555555
Maine,2020-W40,6.703703703703703
Maine,2020-W41,8.092592592592593
Maine,2020-W42,1.0925925925925926
Maine,2020-W43,-1.5727272727272728
Maine,2020-W44,-5.7727272727272725
Maine,2020-W45,-6.409090909090909
Maine,2020-W46,-8.954545454545455
Maine,2020-W47,-12.5
Maine,2020-W48,-21.69724770642202
Maine,2020-W49,-14.081818181818182
Maine,2020-W50,-10.527272727272727
Maine,2020-W51,-12.247706422018348
Maine,2020-W52,-13.045871559633028
Maine,2020-W53,-4.359375
Maryland,2020-W07,6.76
Maryland,2020-W08,4.451428571428571
Maryland,2020-W09,4.885714285714286
Maryland,2020-W10,7.72
Maryland,2020-W11,3.68
Maryland,2020-W12,-23.33142857142857
Maryland,2020-W13,-39.62285714285714
Maryland,2020-W14,-40.70285714285714
Maryland,2020-W15,-43.52777777777778
Maryland,2020-W16,-39.44137931034483
Maryland,2020-W17,-38.60689655172414
Maryland,2020-W18,-33.62758620689655
Maryland,2020-W19,-28.98611111111111
Maryland,2020-W20,-26.085526315789473
Maryland,2020-W21,-20.6375
Maryland,2020-W22,-16.47826086956522
Maryland,2020-W23,-10.325
Maryland,2020-W24,-5.857142857142857
Maryland,2020-W25,-4.15527950310559
Maryland,2020-W26,-0.8679245283018868
Maryland,2020-W27,3.4662576687116564
Maryland,2020-W28,0.33540372670807456
Maryland,2020-W29,1.382716049382716
Maryland,2020-W30,-0.5802469135802469
Maryland,2020-W31,-0.515527950310559
Maryland,2020-W32,-1.6296296296296295
Maryland,2020-W33,-1.623456790123457
Maryland,2020-W34,-13.432692307692308
Maryland,2020-W35,-13.836538461538462
Maryland,2020-W36,-12.596153846153847
Maryland,2020-W37,-8.96875
Maryland,2020-W38,-2.228395061728395
Maryland,2020-W39,-5.945454545454545
Maryland,2020-W40,-6.398773006134969
Maryland,2020-W41,-7.445121951219512
Maryland,2020-W42,-9.902439024390244
Maryland,2020-W43,-11.072727272727272
Maryland,2020-W44,-12.916167664670658
Maryland,2020-W45,-10.624242424242425
Maryland,2020-W46,-14.341463414634147
Maryland,2020-W47,-15.98159509202454
Maryland,2020-W48,-20.036363636363635
Maryland,2020-W49,-16.742331288343557
Maryland,2020-W50,-15.197530864197532
Maryland,2020-W51,-18.386503067484664
Maryland,2020-W52,-18.60122699386503
Maryland,2020-W53,-5.380434782608695
Massachusetts,2020-W07,5.892857142857143
Massachusetts,2020-W08,4.9326923076923075
Massachusetts,2020-W09,4.1923076923076925
Massachusetts,2020-W10,7.019230769230769
Massachusetts,2020-W11,1.0
Massachusetts,2020-W12,-33.30769230769231
Massachusetts,2020-W13,-50.1530612244898
Massachusetts,2020-W14,-50.628865979381445
Massachusetts,2020-W15,-49.9010989010989
Massachusetts,2020-W16,-47.417582417582416
Massachusetts,2020-W17,-45.51648351648352
Massachusetts,2020-W18,-40.0
Massachusetts,2020-W19,-36.120879120879124
Massachusetts,2020-W20,-34.64835164835165
Massachusetts,2020-W21,-28.76923076923077
Massachusetts,2020-W22,-27.307692307692307
Massachusetts,2020-W23,-25.186813186813186
Massachusetts,2020-W24,-19.439560439560438
Massachusetts,2020-W25,-14.219780219780219
Massachusetts,2020-W26,-13.098901098901099
Massachusetts,2020-W27,-10.527472527472527
Massachusetts,2020-W28,-7.967032967032967
Massachusetts,2020-W29,-8.098901098901099
Massachusetts,2020-W30,-7.582417582417582
Massachusetts,2020-W31,-6.835164835164835
Massachusetts,2020-W32,-6.362637362637362
Massachusetts,2020-W33,-8.604395604395604
Massachusetts,2020-W34,-8.481012658227849
Massachusetts,2020-W35,-8.025
Massachusetts,2020-W36,-7.756410256410256
Massachusetts,2020-W37,-8.988095238095237
Massachusetts,2020-W38,-7.824175824175824
Massachusetts,2020-W39,-10.725274725274724
Massachusetts,2020-W40,-10.945054945054945
Massachusetts,2020-W41,-10.967032967032967
Massachusetts,2020-W42,-14.780219780219781
Massachusetts,2020-W43,-14.912087912087912
Massachusetts,2020-W44,-20.296703296703296
Massachusetts,2020-W45,-17.01098901098901
Massachusetts,2020-W46,-19.505494505494507
Massachusetts,2020-W47,-21.34065934065934
Massachusetts,2020-W48,-27.153846153846153
Massachusetts,2020-W49,-24.21978021978022
Massachusetts,2020-W50,-21.75824175824176
Massachusetts,2020-W51,-25.857142857142858
Massachusetts,2020-W52,-24.978021978021978
Massachusetts,2020-W53,-14.634615384615385
Michigan,2020-W07,11.841379310344827
Michigan,2020-W08,5.056390977443609
Michigan,2020-W09,7.172675521821632
Michigan,2020-W10,12.175803402646503
Michigan,2020-W11,4.058052434456929
Michigan,2020-W12,-32.40560747663552
Michigan,2020-W13,-50.76981132075472
Michigan,2020-W14,-48.2312030075188
Michigan,2020-W15,-53.09034267912772
Michigan,2020-W16,-47.038922155688624
Michigan,2020-W17,-41.3969696969697
Michigan,2020-W18,-29.083076923076923
Michigan,2020-W19,-25.678233438485805
Michigan,2020-W20,-24.876080691642652
Michigan,2020-W21,-14.373655913978494
Michigan,2020-W22,-13.166666666666666
Michigan,2020-W23,-5.121621621621622
Michigan,2020-W24,2.280323450134771
Michigan,2020-W25,9.124324324324323
Michigan,2020-W26,10.938172043010752
Michigan,2020-W27,14.390710382513662
Michigan,2020-W28,10.51086956521739
Michigan,2020-W29,7.266304347826087
Michigan,2020-W30,8.745257452574526
Michigan,2020-W31,8.532608695652174
Michigan,2020-W32,9.997282608695652
Michigan,2020-W33,8.222826086956522
Michigan,2020-W34,-5.829787234042553
Michigan,2020-W35,-6.846153846153846
Michigan,2020-W36,-5.401408450704225
Michigan,2020-W37,-1.243801652892562
Michigan,2020-W38,6.526315789473684
Michigan,2020-W39,4.30890052356021
Michigan,2020-W40,2.3567708333333335
Michigan,2020-W41,3.7473958333333335
Michigan,2020-W42,-0.8191214470284238
Michigan,2020-W43,-5.268041237113402
Michigan,2020-W44,-8.017902813299234
Michigan,2020-W45,-6.4281984334203655
Michigan,2020-W46,-10.644155844155843
Michigan,2020-W47,-20.068421052631578
Michigan,2020-W48,-28.476439790575917
Michigan,2020-W49,-20.944736842105264
Michigan,2020-W50,-22.227748691099478
Michigan,2020-W51,-18.528947368421054
Michigan,2020-W52,-25.93899204244032
Michigan,2020-W53,-13.586854460093896
Minnesota,2020-W07,9.488888888888889
Minnesota,2020-W08,3.401209677419355
Minnesota,2020-W09,7.662576687116564
Minnesota,2020-W10,9.872164948453609
Minnesota,2020-W11,6.048780487804878
Minnesota,2020-W12,-31.50300601202405
Minnesota,2020-W13,-42.3780487804878
Minnesota,2020-W14,-43.799196787148595
Minnesota,2020-W15,-44.47844827586207
Minnesota,2020-W16,-35.465811965811966
Minnesota,2020-W17,-30.017094017094017
Minnesota,2020-W18,-23.742489270386265
Minnesota,2020-W19,-21.93991416309013
Minnesota,2020-W20,-22.675675675675677
Minnesota,2020-W21,-13.91459074733096
Minnesota,2020-W22,-14.376344086021506
Minnesota,2020-W23,-4.258992805755396
Minnesota,2020-W24,-0.6702898550724637
Minnesota,2020-W25,2.278985507246377
Minnesota,2020-W26,2.2114695340501793
Minnesota,2020-W27,3.4175824175824174
Minnesota,2020-W28,2.8853046594982077
Minnesota,2020-W29,2.4857142857142858
Minnesota,2020-W30,0.656140350877193
Minnesota,2020-W31,1.7359154929577465
Minnesota,2020-W32,2.4448398576512456
Minnesota,2020-W33,3.4408602150537635
Minnesota,2020-W34,-7.0375
Minnesota,2020-W35,-6.7
Minnesota,2020-W36,-5.275
Minnesota,2020-W37,-1.8214285714285714
Minnesota,2020-W38,2.882978723404255
Minnesota,2020-W39,0.7789473684210526
Minnesota,2020-W40,-0.624561403508772
Minnesota,2020-W41,-0.7560975609756098
Minnesota,2020-W42,-2.7620689655172415
Minnesota,2020-W43,-9.66089965397924
Minnesota,2020-W44,-6.231578947368421
Minnesota,2020-W45,-5.778546712802768
Minnesota,2020-W46,-15.283216783216783
Minnesota,2020-W47,-16.017301038062282
Minnesota,2020-W48,-26.836879432624112
Minnesota,2020-W49,-20.017543859649123
Minnesota,2020-W50,-20.375
Minnesota,2020-W51,-17.031690140845072
Minnesota,2020-W52,-27.51590106007067
Minnesota,2020-W53,-11.7625
Mississippi,2020-W07,4.698275862068965
Mississippi,2020-W08,-1.0891566265060242
Mississippi,2020-W09,16.817283950617284
Mississippi,2020-W10,16.895261845386532
Mississippi,2020-W11,10.495049504950495
Mississippi,2020-W12,-12.580487804878048
Mississippi,2020-W13,-25.249400479616305
Mississippi,2020-W14,-26.124401913875598
Mississippi,2020-W15,-39.681528662420384
Mississippi,2020-W16,-27.70063694267516
Mississippi,2020-W17,-23.11464968152866
Mississippi,2020-W18,-14.814102564102564
Mississippi,2020-W19,-10.23076923076923
Mississippi,2020-W20,-7.890625
Mississippi,2020-W21,-2.918269230769231
Mississippi,2020-W22,-5.595238095238095
Mississippi,2020-W23,-1.1490384615384615
Mississippi,2020-W24,-1.9855072463768115
Mississippi,2020-W25,0.27884615384615385
Mississippi,2020-W26,-5.331753554502369
Mississippi,2020-W27,-2.946078431372549
Mississippi,2020-W28,-4.742857142857143
Mississippi,2020-W29,-4.94811320754717
Mississippi,2020-W30,-7.3584905660377355
Mississippi,2020-W31,-3.6333333333333333
Mississippi,2020-W32,-4.421800947867299
Mississippi,2020-W33,-8.028169014084508
Mississippi,2020-W34,-10.10204081632653
Mississippi,2020-W35,-13.22
Mississippi,2020-W36,-6.666666666666667
Mississippi,2020-W37,-10.37007874015748
Mississippi,2020-W38,-7.336448598130841
Mississippi,2020-W39,-10.62962962962963
Mississippi,2020-W40,-5.414285714285715
Mississippi,2020-W41,-10.63551401869159
Mississippi,2020-W42,-8.874418604651163
Mississippi,2020-W43,-11.469483568075118
Mississippi,2020-W44,-10.236966824644549
Mississippi,2020-W45,-7.19811320754717
Mississippi,2020-W46,-10.244131455399062
Mississippi,2020-W47,-10.48356807511737
Mississippi,2020-W48,-23.315315315315317
Mississippi,2020-W49,-8.981308411214954
Mississippi,2020-W50,-11.018604651162791
Mississippi,2020-W51,-7.9485981308411215
Mississippi,2020-W52,-16.59313725490196
Mississippi,2020-W53,-1.5225225225225225
Missouri,2020-W07,8.842424242424242
Missouri,2020-W08,5.857388316151202
Missouri,2020-W09,13.653379549393414
Missouri,2020-W10,18.476603119584055
Missouri,2020-W11,11.015463917525773
Missouri,2020-W12,-12.723440134907252
Missouri,2020-W13,-28.85024958402662
Missouri,2020-W14,-28.19800332778702
Missouri,2020-W15,-39.49402390438247
Missouri,2020-W16,-27.550200803212853
Missouri,2020-W17,-24.076612903225808
Missouri,2020-W18,-15.363265306122448
Missouri,2020-W19,-5.446280991735537
Missouri,2020-W20,-5.5121107266435985
Missouri,2020-W21,3.2954545454545454
Missouri,2020-W22,1.66984126984127
Missouri,2020-W23,6.231270358306189
Missouri,2020-W24,6.817589576547231
Missouri,2020-W25,8.606451612903227
Missouri,2020-W26,6.752442996742671
Missouri,2020-W27,8.422950819672131
Missouri,2020-W28,7.057877813504823
Missouri,2020-W29,4.226837060702875
Missouri,2020-W30,2.2012779552715656
Missouri,2020-W31,3.2555205047318614
Missouri,2020-W32,8.781350482315112
Missouri,2020-W33,7.768729641693811
Missouri,2020-W34,-5.24468085106383
Missouri,2020-W35,-7.89247311827957
Missouri,2020-W36,-5.806451612903226
Missouri,2020-W37,0.9738219895287958
Missouri,2020-W38,7.339743589743589
